기준_년분기_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,폐업_률,당월_매출_금액,주중_매출_금액,주말_매출_금액,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,총_유동인구_수,총_상주인구_수,총_가구_수,월_평균_소득_금액,지출_총금액,음식_지출_총금액
20253,종로5?6가동,CS100006,패스트푸드점,6,10,0,0,515999732,432481453,83518279,정체,143,68,5186670,5376,3576,2531450,10956403000,2749216000
20253,종로5?6가동,CS100005,제과점,11,15,0,0,117931064,89713636,28217428,정체,143,68,5186670,5376,3576,2531450,10956403000,2749216000
20253,종로5?6가동,CS100004,양식음식점,8,9,0,0,188946445,186820172,2126273,정체,143,68,5186670,5376,3576,2531450,10956403000,2749216000
20253,종로5?6가동,CS100003,일식음식점,15,18,0,6,281934271,215333282,66600989,정체,143,68,5186670,5376,3576,2531450,10956403000,2749216000
20253,종로5?6가동,CS100002,중식음식점,9,11,0,0,326649519,309871635,16777884,정체,143,68,5186670,5376,3576,2531450,10956403000,2749216000
20253,종로5?6가동,CS100001,한식음식점,246,261,0,1,17757041876,13879264630,3877777246,정체,143,68,5186670,5376,3576,2531450,10956403000,2749216000
20253,종로1?2?3?4가동,CS100010,커피-음료,373,472,2,4,23864526924,18711186603,5153340321,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100009,호프-간이주점,336,358,3,4,32631629032,21765678496,10865950536,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100008,분식전문점,114,138,4,3,6525018587,5312471289,1212547298,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100007,치킨전문점,11,36,0,6,2474124734,2022352058,451772676,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100006,패스트푸드점,43,66,2,0,1817658879,1430518413,387140466,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100005,제과점,60,73,8,1,3481245116,2664433319,816811797,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100004,양식음식점,146,162,8,7,9771712613,7249027939,2522684674,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100003,일식음식점,89,104,2,4,9900770364,8440844165,1459926199,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100002,중식음식점,63,76,4,3,8309511931,6845816281,1463695650,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,종로1?2?3?4가동,CS100001,한식음식점,1001,1104,4,4,107788043994,84192034455,23596009539,정체,155,69,13813280,6658,4883,3245251,110749470000,19919849000
20253,가회동,CS100010,커피-음료,82,91,1,6,6174127113,4221930983,1952196130,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100009,호프-간이주점,11,11,0,9,1538743687,997680310,541063377,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100008,분식전문점,13,16,0,0,933708212,613933506,319774706,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100007,치킨전문점,3,4,0,0,254974439,203973776,51000663,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100006,패스트푸드점,7,9,0,0,63639674,35777184,27862490,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100005,제과점,15,16,25,0,564893919,389832226,175061693,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100004,양식음식점,27,28,0,4,4398393846,2962749159,1435644687,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100003,일식음식점,9,10,0,0,921609638,564096118,357513520,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,가회동,CS100001,한식음식점,71,83,6,4,8617374971,6280426411,2336948560,상권확장,107,62,1175173,3849,1903,3479766,2903579000,1481159000
20253,교남동,CS100010,커피-음료,13,27,0,4,147644181,141956777,5687404,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100008,분식전문점,8,11,0,9,3154698,1488262,1666436,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100007,치킨전문점,2,7,0,0,38489794,32087467,6402327,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100006,패스트푸드점,1,10,0,0,36993118,31261041,5732077,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100005,제과점,3,11,0,9,185339727,153493308,31846419,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100003,일식음식점,3,5,0,0,288000000,247351621,40648379,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100002,중식음식점,3,3,0,67,450864957,386929888,63935069,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,교남동,CS100001,한식음식점,14,19,0,21,2025431032,1558046959,467384073,상권확장,96,58,3995664,9715,4341,4616890,2658282000,357865000
20253,무악동,CS100010,커피-음료,6,12,0,0,65814045,50650365,15163680,정체,113,65,1974280,7963,3007,5136717,3360487000,175941000
20253,무악동,CS100009,호프-간이주점,3,4,25,0,61813301,46870238,14943063,정체,113,65,1974280,7963,3007,5136717,3360487000,175941000
20253,무악동,CS100008,분식전문점,4,5,0,0,12000000,7496573,4503427,정체,113,65,1974280,7963,3007,5136717,3360487000,175941000
20253,무악동,CS100007,치킨전문점,2,3,0,0,26242972,19097910,7145062,정체,113,65,1974280,7963,3007,5136717,3360487000,175941000
20253,무악동,CS100005,제과점,2,5,20,0,405866416,295913286,109953130,정체,113,65,1974280,7963,3007,5136717,3360487000,175941000
20253,무악동,CS100001,한식음식점,8,9,0,0,678738419,503678625,175059794,정체,113,65,1974280,7963,3007,5136717,3360487000,175941000
20253,평창동,CS100010,커피-음료,25,31,3,0,336623427,226188033,110435394,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100009,호프-간이주점,18,21,0,0,374754881,268953726,105801155,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100008,분식전문점,8,11,0,0,181374506,122415846,58958660,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100006,패스트푸드점,2,4,0,0,108773597,82670721,26102876,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100005,제과점,6,8,0,0,337996124,232576951,105419173,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100004,양식음식점,7,7,0,0,99577041,58268386,41308655,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100003,일식음식점,3,4,0,0,53131545,45990965,7140580,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,평창동,CS100001,한식음식점,49,54,0,4,2899537822,1600871748,1298666074,정체,125,61,932114,17366,7124,4504006,2682102000,973063000
20253,부암동,CS100010,커피-음료,37,42,5,7,724581208,400901610,323679598,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100009,호프-간이주점,8,8,13,0,50340461,33553846,16786615,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100008,분식전문점,11,12,8,17,76181763,63283113,12898650,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100006,패스트푸드점,5,7,0,0,46088328,26854304,19234024,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100005,제과점,15,15,0,0,259549128,133333466,126215662,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100004,양식음식점,12,12,0,0,514246865,300738264,213508601,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100002,중식음식점,7,7,0,0,81743495,52420872,29322623,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,부암동,CS100001,한식음식점,28,30,0,0,779291910,543918295,235373615,정체,119,58,814204,9034,4096,3647449,2598566000,532746000
20253,삼청동,CS100010,커피-음료,87,99,3,2,7078408048,4113737676,2964670372,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100009,호프-간이주점,14,16,6,6,676786111,431569420,245216691,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100008,분식전문점,19,25,8,4,1123585979,716533585,407052394,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100006,패스트푸드점,5,8,0,13,141413176,74279382,67133794,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100005,제과점,17,17,12,0,3373451500,2261405516,1112045984,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100004,양식음식점,36,36,0,3,3118362378,1932904053,1185458325,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100003,일식음식점,7,7,0,0,308223,308223,0,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,삼청동,CS100001,한식음식점,74,77,3,4,8406639572,5332709012,3073930560,상권확장,103,58,936140,2247,1120,3442534,3407991000,1693141000
20253,사직동,CS100010,커피-음료,178,226,4,4,12539560367,9455480934,3084079433,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100009,호프-간이주점,101,113,2,4,5934813325,4449681750,1485131575,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100008,분식전문점,49,58,7,0,3075310382,2416865681,658444701,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100007,치킨전문점,7,15,7,0,328449485,259224797,69224688,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100006,패스트푸드점,34,46,4,0,981461578,791858791,189602787,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100005,제과점,41,50,8,0,1514644744,1085269279,429375465,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100004,양식음식점,77,81,3,3,6325638508,5239580266,1086058242,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100003,일식음식점,47,54,2,9,3247898068,2726698234,521199834,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100002,중식음식점,29,32,0,3,3169403659,2646098134,523305525,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,사직동,CS100001,한식음식점,360,394,3,3,40036437317,31547162339,8489274978,정체,123,59,3904600,8992,4532,5007768,55435566000,6798126000
20253,청운효자동,CS100010,커피-음료,115,116,2,2,4195134430,2897027346,1298107084,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100009,호프-간이주점,20,20,0,0,153735597,93584127,60151470,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100008,분식전문점,23,24,0,4,311376048,214477574,96898474,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100007,치킨전문점,3,4,0,0,111455882,77062037,34393845,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100005,제과점,19,20,5,0,405534986,263873924,141661062,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100004,양식음식점,54,54,6,4,2372452952,1514085865,858367087,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100003,일식음식점,14,14,0,7,436919055,297318267,139600788,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20253,청운효자동,CS100001,한식음식점,80,80,3,1,3426115142,2583559905,842555237,상권확장,104,55,3274798,11328,5040,3780222,2758183000,1002736000
20252,둔촌2동,CS100010,커피-음료,51,58,5,0,623420986,405390017,218030969,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100009,호프-간이주점,20,24,0,4,317942113,225189309,92752804,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100008,분식전문점,19,23,9,4,666082738,605340915,60741823,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100007,치킨전문점,5,11,0,9,171894896,127966887,43928009,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100006,패스트푸드점,5,7,0,0,1048341658,672223278,376118380,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100005,제과점,10,13,0,0,567659051,485420782,82238269,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100004,양식음식점,11,12,8,8,524149236,291401714,232747522,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100002,중식음식점,3,4,0,0,64354155,49912402,14441753,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌2동,CS100001,한식음식점,94,101,0,4,6500948438,4201760215,2299188223,상권축소,118,51,6769971,24228,10426,3414406,4441893000,1228268000
20252,둔촌1동,CS100010,커피-음료,3,8,75,0,452140306,284594606,167545700,상권확장,32,66,28752,16,11,3596734,19872000,6496000
20252,둔촌1동,CS100008,분식전문점,1,3,0,0,135908118,106813769,29094350,상권확장,32,66,28752,16,11,3596734,19872000,6496000
20252,둔촌1동,CS100005,제과점,0,4,25,0,546305571,380346969,165958602,상권확장,32,66,28752,16,11,3596734,19872000,6496000
20252,둔촌1동,CS100001,한식음식점,7,7,43,14,445992362,324055277,121937085,상권확장,32,66,28752,16,11,3596734,19872000,6496000
20252,길동,CS100010,커피-음료,54,87,2,1,2894487357,2079968842,814518515,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100009,호프-간이주점,105,118,3,7,4258938243,2708067566,1550870677,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100008,분식전문점,40,57,4,0,1392217247,956190177,436027070,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100007,치킨전문점,11,28,4,0,714689932,478930255,235759677,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100006,패스트푸드점,16,33,6,6,1477089613,1019686897,457402716,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100005,제과점,16,23,0,4,1264170406,900251999,363918407,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100004,양식음식점,18,20,5,5,6859011,5961523,897488,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100003,일식음식점,34,38,0,0,462019109,316953778,145065331,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100002,중식음식점,22,29,0,3,827332086,568594252,258737834,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,길동,CS100001,한식음식점,320,367,5,5,21638219142,15276348500,6361870642,다이나믹,108,47,18157612,44395,21799,2840603,12462276000,3375137000
20252,성내3동,CS100010,커피-음료,72,85,6,5,1489611962,950000030,539611932,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100009,호프-간이주점,55,59,5,5,2320140843,1601324131,718816712,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100008,분식전문점,31,48,10,2,1423062443,901022203,522040240,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100007,치킨전문점,12,36,6,0,366445881,245441193,121004688,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100006,패스트푸드점,12,26,0,4,845147675,548614650,296533025,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100005,제과점,29,34,12,6,2371217455,1555947964,815269491,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100004,양식음식점,23,25,0,8,236054530,154100153,81954377,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100003,일식음식점,20,22,0,0,652596820,435641170,216955650,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100002,중식음식점,13,15,0,0,191923771,121013459,70910312,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내3동,CS100001,한식음식점,217,237,2,5,13849036985,9386661871,4462375114,상권축소,113,48,6661360,22433,10645,2897346,7798095000,2941683000
20252,성내2동,CS100010,커피-음료,58,75,4,3,1306490234,870020797,436469437,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100009,호프-간이주점,42,46,2,4,1422318077,990127619,432190458,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100008,분식전문점,22,30,0,0,1030091030,775010820,255080210,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100007,치킨전문점,7,17,0,0,477484056,371173455,106310601,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100006,패스트푸드점,3,8,0,0,160565239,106879012,53686227,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100005,제과점,16,20,5,5,634261196,453778695,180482501,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100004,양식음식점,11,11,0,0,244692898,153669909,91022989,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100003,일식음식점,23,25,4,8,258417768,192704227,65713541,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100002,중식음식점,13,13,0,15,1071368484,652958082,418410402,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내2동,CS100001,한식음식점,148,164,5,6,10483037369,6983263481,3499773888,다이나믹,110,46,8217747,23452,13395,2824592,7265219000,1959009000
20252,성내1동,CS100010,커피-음료,64,82,4,4,1458439537,1025388492,433051045,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100009,호프-간이주점,20,27,4,7,1003635791,759730249,243905542,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100008,분식전문점,22,28,4,0,1008831857,731501340,277330517,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100007,치킨전문점,2,8,0,0,21000000,14461244,6538756,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100006,패스트푸드점,4,12,0,0,411196463,337048259,74148204,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100005,제과점,21,27,0,4,426719770,294398558,132321212,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100004,양식음식점,14,16,0,0,627928784,420097532,207831252,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100003,일식음식점,23,27,0,0,374555525,291334468,83221057,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100002,중식음식점,8,10,0,0,324946326,224968757,99977569,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,성내1동,CS100001,한식음식점,110,130,4,5,9622835388,6731668570,2891166818,상권축소,113,51,5569252,19392,8213,3438376,5947798000,1569147000
20252,천호3동,CS100010,커피-음료,35,48,10,8,315052644,207787675,107264969,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100009,호프-간이주점,56,58,2,5,3429834322,2090970393,1338863929,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100008,분식전문점,28,36,6,3,1634796776,1096680410,538116366,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100007,치킨전문점,8,17,6,6,115143746,77561904,37581842,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100006,패스트푸드점,5,25,4,0,88514500,47237911,41276589,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100005,제과점,8,14,7,0,87614774,67632894,19981880,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100004,양식음식점,16,20,10,20,74332087,58438384,15893703,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100003,일식음식점,16,18,0,0,251843310,164900198,86943112,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100002,중식음식점,11,13,8,8,134916241,107018512,27897729,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호3동,CS100001,한식음식점,146,170,3,5,6981965600,4827234988,2154730612,다이나믹,109,50,7468447,25969,14368,3165328,6216979000,1460748000
20252,천호2동,CS100010,커피-음료,67,101,5,8,2001055073,1356126701,644928372,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100009,호프-간이주점,78,90,2,4,4749914675,3048438123,1701476552,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100008,분식전문점,35,47,0,4,511395503,340554892,170840611,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100007,치킨전문점,5,26,8,4,289058572,184599066,104459506,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100006,패스트푸드점,19,33,6,3,409221456,270818431,138403025,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100005,제과점,35,44,7,7,518967104,372740616,146226488,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100004,양식음식점,22,30,0,0,2644953511,1580877698,1064075813,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100003,일식음식점,23,26,0,4,1498606915,966757293,531849622,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100002,중식음식점,22,25,0,8,719795966,469362417,250433549,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호2동,CS100001,한식음식점,270,309,4,4,19339615063,13157421938,6182193125,상권축소,119,52,10723675,32694,17419,2749741,68872671000,3369668000
20252,천호1동,CS100010,커피-음료,30,43,0,0,514167868,352778796,161389072,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100009,호프-간이주점,22,26,0,8,833845997,545215454,288630543,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100008,분식전문점,15,21,0,14,211602854,150234991,61367863,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100007,치킨전문점,11,23,4,4,880084260,698397105,181687155,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100006,패스트푸드점,5,15,0,0,53986041,34824059,19161982,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100005,제과점,6,11,9,9,735623320,508005980,227617340,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100003,일식음식점,8,9,0,0,1044000000,590380377,453619623,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100002,중식음식점,7,9,0,0,43527470,25108985,18418485,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,천호1동,CS100001,한식음식점,107,117,12,7,2634653309,1827350566,807302743,다이나믹,111,46,10425401,25942,12929,2473111,3225553000,1008871000
20252,암사3동,CS100010,커피-음료,12,16,6,6,396675937,264316004,132359933,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100009,호프-간이주점,3,3,0,0,33672769,22345538,11327231,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100008,분식전문점,3,7,0,0,142796479,119992077,22804402,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100007,치킨전문점,1,5,0,0,144803095,92679662,52123433,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100006,패스트푸드점,0,3,0,0,22508741,15481618,7027123,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100005,제과점,5,9,0,0,452931606,318911703,134019903,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100004,양식음식점,3,4,0,25,75290160,58952587,16337573,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사3동,CS100001,한식음식점,9,14,0,7,1364826450,957509284,407317166,상권확장,96,54,1543807,17136,6078,4470889,1772582000,280036000
20252,암사2동,CS100010,커피-음료,23,29,7,7,192409530,137568284,54841246,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100009,호프-간이주점,6,7,0,0,384318018,265012211,119305807,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100008,분식전문점,9,18,6,0,551102487,371089253,180013234,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100007,치킨전문점,0,7,0,0,210801142,154619406,56181736,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100006,패스트푸드점,3,7,0,0,71739772,43974323,27765449,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100005,제과점,8,10,10,10,339632448,239149700,100482748,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100003,일식음식점,9,9,0,0,252196719,153155332,99041387,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100002,중식음식점,3,4,0,0,200502616,133119855,67382761,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사2동,CS100001,한식음식점,54,63,3,8,6525217365,4285213540,2240003825,상권축소,115,50,2278522,14825,6375,3688535,2718112000,848207000
20252,암사1동,CS100010,커피-음료,42,51,10,8,367528414,241294677,126233737,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100009,호프-간이주점,37,45,4,9,1225582381,781457246,444125135,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100008,분식전문점,31,41,5,12,1288082457,855278011,432804446,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100007,치킨전문점,9,23,0,0,227436274,142755992,84680282,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100006,패스트푸드점,5,8,0,13,338290097,237044194,101245903,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100005,제과점,14,18,0,6,463475511,318978351,144497160,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100003,일식음식점,7,7,0,0,71287798,46872950,24414848,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100002,중식음식점,13,14,0,0,245477422,158584531,86892891,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,암사1동,CS100001,한식음식점,128,143,3,4,7189965163,4790365445,2399599718,다이나믹,111,48,8652934,33825,16155,2852157,6590865000,1383794000
20252,고덕2동,CS100010,커피-음료,40,58,7,3,75213356,49535019,25678337,다이나믹,72,49,2054784,22684,8924,2465499,2906279000,500192000
